[2025-11-28 14:06:35] [32minfo[39m: 	z2m: Zigbee2MQTT started!
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/button/0x90fd9ffffee05322/identify/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Fjernkontroll Ask taklys/set/identify","default_entity_id":"button.fjernkontroll_ask_taklys_identify","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x90fd9ffffee05322"],"manufacturer":"IKEA","model":"TRADFRI remote control","model_id":"E1524/E1810","name":"Fjernkontroll Ask taklys","sw_version":"24.4.5","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"identify","entity_category":"config","object_id":"fjernkontroll_ask_taklys_identify","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_press":"identify","unique_id":"0x90fd9ffffee05322_identify_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/button/0x000d6ffffe1930ba/identify/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Fjernkontroll Mia taklys/set/identify","default_entity_id":"button.fjernkontroll_mia_taklys_identify","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x000d6ffffe1930ba"],"manufacturer":"IKEA","model":"TRADFRI remote control","model_id":"E1524/E1810","name":"Fjernkontroll Mia taklys","sw_version":"24.4.5","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"identify","entity_category":"config","object_id":"fjernkontroll_mia_taklys_identify","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_press":"identify","unique_id":"0x000d6ffffe1930ba_identify_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/button/0x086bd7fffe05352f/identify/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Mosaiklampe/set/identify","default_entity_id":"button.mosaiklampe_identify","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x086bd7fffe05352f"],"manufacturer":"IKEA","model":"TRADFRI control outlet","model_id":"E160x/E170x/E190x","name":"Mosaiklampe","sw_version":"2.3.089","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"device_class":"identify","entity_category":"config","object_id":"mosaiklampe_identify","origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"payload_press":"identify","unique_id":"0x086bd7fffe05352f_identify_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/1221051039810110150109113116116_0x00124b0031fe82ee/log_level/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","command_template":"{\"options\": {\"advanced\": {\"log_level\": \"{{ value }}\" } } }","command_topic":"zigbee2mqtt/bridge/request/options","default_entity_id":"select.zigbee2mqtt_bridge_log_level","device":{"hw_version":"ZStack3x0 20250321","identifiers":["zigbee2mqtt_bridge_0x00124b0031fe82ee"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.6.3"},"entity_category":"config","name":"Log level","object_id":"zigbee2mqtt_bridge_log_level","options":["error","warning","info","debug"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b0031fe82ee_log_level_zigbee2mqtt","value_template":"{{ value_json.log_level | lower }}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0xe406bffffe347cf8/effect/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Taklampe 1.2/set/effect","default_entity_id":"select.taklampe_1.2_effect","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xe406bffffe347cf8"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/27, white spectrum, globe, opal, 1055/1100/1160 lm","model_id":"LED2201G8","name":"Taklampe 1.2","sw_version":"3.0.23","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"enabled_by_default":false,"icon":"mdi:palette","name":"Effect","object_id":"taklampe_1.2_effect","options":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"unique_id":"0xe406bffffe347cf8_effect_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0xe406bffffe347cf8/power_on_behavior/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Taklampe 1.2/set/power_on_behavior","default_entity_id":"select.taklampe_1.2_power_on_behavior","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xe406bffffe347cf8"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/27, white spectrum, globe, opal, 1055/1100/1160 lm","model_id":"LED2201G8","name":"Taklampe 1.2","sw_version":"3.0.23","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"entity_category":"config","icon":"mdi:power-settings","name":"Power-on behavior","object_id":"taklampe_1.2_power_on_behavior","options":["off","on","toggle","previous"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/Taklampe 1.2","unique_id":"0xe406bffffe347cf8_power_on_behavior_zigbee2mqtt","value_template":"{{ value_json.power_on_behavior }}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0xa4c13893bd79589d/temperature_unit/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Bevegelse Bad 1/set/temperature_unit","default_entity_id":"select.bevegelse_bad_1_temperature_unit","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xa4c13893bd79589d"],"manufacturer":"HOBEIAN","model":"Millimeter wave motion detection","model_id":"ZG-204ZV","name":"Bevegelse Bad 1","sw_version":"0122052017","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"name":"Temperature unit","object_id":"bevegelse_bad_1_temperature_unit","options":["celsius","fahrenheit"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/Bevegelse Bad 1","unique_id":"0xa4c13893bd79589d_temperature_unit_zigbee2mqtt","value_template":"{{ value_json.temperature_unit }}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0xa4c1382026f7873a/temperature_unit/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Bevegelse Bad 2/set/temperature_unit","default_entity_id":"select.bevegelse_bad_2_temperature_unit","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xa4c1382026f7873a"],"manufacturer":"HOBEIAN","model":"Millimeter wave motion detection","model_id":"ZG-204ZV","name":"Bevegelse Bad 2","sw_version":"0122052017","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"name":"Temperature unit","object_id":"bevegelse_bad_2_temperature_unit","options":["celsius","fahrenheit"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/Bevegelse Bad 2","unique_id":"0xa4c1382026f7873a_temperature_unit_zigbee2mqtt","value_template":"{{ value_json.temperature_unit }}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0x90fd9ffffe9b66a6/effect/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Gulvlampe 2 kontor/set/effect","default_entity_id":"select.gulvlampe_2_kontor_effect","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x90fd9ffffe9b66a6"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/E27, white spectrum, globe, opal, 980 lm","model_id":"LED1545G12","name":"Gulvlampe 2 kontor","sw_version":"2.3.095","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"enabled_by_default":false,"icon":"mdi:palette","name":"Effect","object_id":"gulvlampe_2_kontor_effect","options":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"unique_id":"0x90fd9ffffe9b66a6_effect_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0x90fd9ffffe9b66a6/power_on_behavior/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Gulvlampe 2 kontor/set/power_on_behavior","default_entity_id":"select.gulvlampe_2_kontor_power_on_behavior","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x90fd9ffffe9b66a6"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/E27, white spectrum, globe, opal, 980 lm","model_id":"LED1545G12","name":"Gulvlampe 2 kontor","sw_version":"2.3.095","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"entity_category":"config","icon":"mdi:power-settings","name":"Power-on behavior","object_id":"gulvlampe_2_kontor_power_on_behavior","options":["off","on","toggle","previous"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/Gulvlampe 2 kontor","unique_id":"0x90fd9ffffe9b66a6_power_on_behavior_zigbee2mqtt","value_template":"{{ value_json.power_on_behavior }}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0x90fd9ffffed10535/effect/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Gulvlampe 1 kontor/set/effect","default_entity_id":"select.gulvlampe_1_kontor_effect","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x90fd9ffffed10535"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/E27, white spectrum, globe, opal, 980 lm","model_id":"LED1545G12","name":"Gulvlampe 1 kontor","sw_version":"2.3.095","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"enabled_by_default":false,"icon":"mdi:palette","name":"Effect","object_id":"gulvlampe_1_kontor_effect","options":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"unique_id":"0x90fd9ffffed10535_effect_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0x90fd9ffffed10535/power_on_behavior/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Gulvlampe 1 kontor/set/power_on_behavior","default_entity_id":"select.gulvlampe_1_kontor_power_on_behavior","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x90fd9ffffed10535"],"manufacturer":"IKEA","model":"TRADFRI bulb E26/E27, white spectrum, globe, opal, 980 lm","model_id":"LED1545G12","name":"Gulvlampe 1 kontor","sw_version":"2.3.095","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"entity_category":"config","icon":"mdi:power-settings","name":"Power-on behavior","object_id":"gulvlampe_1_kontor_power_on_behavior","options":["off","on","toggle","previous"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/Gulvlampe 1 kontor","unique_id":"0x90fd9ffffed10535_power_on_behavior_zigbee2mqtt","value_template":"{{ value_json.power_on_behavior }}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0xc02cedfffe110abe/effect/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Taklys Kontor/set/effect","default_entity_id":"select.taklys_kontor_effect","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xc02cedfffe110abe"],"manufacturer":"IKEA","model":"JETSTROM ceiling light panel, white spectrum, 100x40 cm","model_id":"L2208","name":"Taklys Kontor","sw_version":"2.4.8","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"enabled_by_default":false,"icon":"mdi:palette","name":"Effect","object_id":"taklys_kontor_effect","options":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"unique_id":"0xc02cedfffe110abe_effect_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0xc02cedfffe110abe/power_on_behavior/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Taklys Kontor/set/power_on_behavior","default_entity_id":"select.taklys_kontor_power_on_behavior","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xc02cedfffe110abe"],"manufacturer":"IKEA","model":"JETSTROM ceiling light panel, white spectrum, 100x40 cm","model_id":"L2208","name":"Taklys Kontor","sw_version":"2.4.8","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"entity_category":"config","icon":"mdi:power-settings","name":"Power-on behavior","object_id":"taklys_kontor_power_on_behavior","options":["off","on","toggle","previous"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/Taklys Kontor","unique_id":"0xc02cedfffe110abe_power_on_behavior_zigbee2mqtt","value_template":"{{ value_json.power_on_behavior }}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0x881a14fffe35cdbc/effect/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Lys gang/set/effect","default_entity_id":"select.lys_gang_effect","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x881a14fffe35cdbc"],"manufacturer":"Micro Matic Norge AS","model":"Zigbee dimmer for LED","model_id":"ZB250","name":"Lys gang","sw_version":"2.9.2_r58","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"enabled_by_default":false,"icon":"mdi:palette","name":"Effect","object_id":"lys_gang_effect","options":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"unique_id":"0x881a14fffe35cdbc_effect_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0x881a14fffe35cdbc/power_on_behavior/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Lys gang/set/power_on_behavior","default_entity_id":"select.lys_gang_power_on_behavior","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x881a14fffe35cdbc"],"manufacturer":"Micro Matic Norge AS","model":"Zigbee dimmer for LED","model_id":"ZB250","name":"Lys gang","sw_version":"2.9.2_r58","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"entity_category":"config","icon":"mdi:power-settings","name":"Power-on behavior","object_id":"lys_gang_power_on_behavior","options":["off","on","toggle","previous"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/Lys gang","unique_id":"0x881a14fffe35cdbc_power_on_behavior_zigbee2mqtt","value_template":"{{ value_json.power_on_behavior }}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0x08ddebfffee76528/effect/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Taklys spis kjøkken/set/effect","default_entity_id":"select.taklys_spis_kjøkken_effect","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x08ddebfffee76528"],"manufacturer":"IKEA","model":"NYMANE pendant lamp","model_id":"90504044","name":"Taklys spis kjøkken","sw_version":"2.3.087","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"enabled_by_default":false,"icon":"mdi:palette","name":"Effect","object_id":"taklys_spis_kjøkken_effect","options":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"unique_id":"0x08ddebfffee76528_effect_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0x08ddebfffee76528/power_on_behavior/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Taklys spis kjøkken/set/power_on_behavior","default_entity_id":"select.taklys_spis_kjøkken_power_on_behavior","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0x08ddebfffee76528"],"manufacturer":"IKEA","model":"NYMANE pendant lamp","model_id":"90504044","name":"Taklys spis kjøkken","sw_version":"2.3.087","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"entity_category":"config","icon":"mdi:power-settings","name":"Power-on behavior","object_id":"taklys_spis_kjøkken_power_on_behavior","options":["off","on","toggle","previous"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/Taklys spis kjøkken","unique_id":"0x08ddebfffee76528_power_on_behavior_zigbee2mqtt","value_template":"{{ value_json.power_on_behavior }}"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0xecf64cfffe7fc854/effect/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Lys vitrineskap kjøkken/set/effect","default_entity_id":"select.lys_vitrineskap_kjøkken_effect","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xecf64cfffe7fc854"],"manufacturer":"Namron","model":"Zigbee dimmer 2-pol 400W","model_id":"4512733","name":"Lys vitrineskap kjøkken","sw_version":"2.9.2_r61","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"enabled_by_default":false,"icon":"mdi:palette","name":"Effect","object_id":"lys_vitrineskap_kjøkken_effect","options":["blink","breathe","okay","channel_change","finish_effect","stop_effect"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"unique_id":"0xecf64cfffe7fc854_effect_zigbee2mqtt"}'
[2025-11-28 14:06:35] [34mdebug[39m: 	z2m:mqtt: Received MQTT message on 'homeassistant/select/0xecf64cfffe7fc854/power_on_behavior/config' with data '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"command_topic":"zigbee2mqtt/Lys vitrineskap kjøkken/set/power_on_behavior","default_entity_id":"select.lys_vitrineskap_kjøkken_power_on_behavior","device":{"hw_version":1,"identifiers":["zigbee2mqtt_0xecf64cfffe7fc854"],"manufacturer":"Namron","model":"Zigbee dimmer 2-pol 400W","model_id":"4512733","name":"Lys vitrineskap kjøkken","sw_version":"2.9.2_r61","via_device":"zigbee2mqtt_bridge_0x00124b0031fe82ee"},"entity_category":"config","icon":"mdi:power-settings","name":"Power-on behavior","object_id":"lys_vitrineskap_kjøkken_power_on_behavior","options":["off","on","toggle","previous"],"origin":{"name":"Zigbee2MQTT","sw":"2.6.3","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/Lys vitrineskap kjøkken","unique_id":"0xecf64cfffe7fc854_power_on_behavior_zigbee2mqtt","value_template":"{{ value_json.power_on_behavior }}"}'
